idx,class,conversation
552,0,"야야 버스비가 없는데 오천원만 빌려주라
너 저번에도 버스비 빌려간거 안갚았자나.
담주에 알바비 들어오면 갚을게
지난주에도 오늘까지 준다고 했자나
야 내가 큰돈 빌려달라는거도 아니고 쪼잔하게 왜 그러냐
그건 그렇지만.
마지막으로 오천원 좀 빌려줘
알겠어."
555,0,"돈 좀 있냐
 나 돈 없어.
 그럼 니 동생한테 받아도되냐
 왜 맨날 돈 맡겨둔것처럼 그러는거야.
 아니 나중에 다 갚겠다고
 나 진짜 돈 없어
 알겠어 그럼 어쩔수없지 니 동생 번호가 01029382827이던가?
 진짜 이번이 빌려주는거 마지막이야.내 동생은 건드리지마
 처음부터 그냥 주면 좋았잖냐
 진짜 마지막이야 이게.이제는 정말 돈 없어."
563,0,"이봐! 나좀 보시지
누구신지?
좋은말 할 때 주머니에 있는거 다 내놔!
무.무슨 돈이?
아 씨발 아까 소새끼 판거 봤다구!
그걸 왜 당신한테 줍니까?
깡패 체면에 칼 안쓸려고 했는데.내놓으라구!
아.안됩니다!
뭐야? 배에 숨구멍 내줄까? 여러군데서 숨쉬게 확!
아. 안돼요 그냥 보내주세요"
565,0,"야 이번달 수금시간이야
헉 미안해 이것밖에 준비못햇어
이자식이 내가분명이야기햇지 한달에 5만원이라고 근데 3만원뿐이못구해와?
엄마에게 참고서 산다고그것도 간신히 마련했어
종수야 이새키 웃긴녀석이네 좀맞고 시작해야겠다 화장실로 불러
그러게 이녀석 가만두면 안되겠네 애들이 이새키 화장실로 델구와
아니 제발 꼭 담달에는 5만원 가져올테니 제발 때리지마
이새키야 그러니까 꼬박꼬박 상납금을 바쳐야지 너가 이러면 다른애들이 우릴 우습게본다고
이녀석 1000원에 한대씩 총20대만 패자
20대면 충분하지 아마정신좀 번쩍들어서 담달에는 잘준비하겠지 애들아 준비해
미안해 진짜 담달에는 꼭 준비할께 한번만 봐줘"
569,0,"1억 준비해라
 누구야?
 너 지난 달에 한 거 다 알고 있다 사진도 있어
 뭔소리야?
 그래? 모른척 하겠다?
 당신 뭐야?
 사진 있다고 말했다. 1시간 안에 1억 준비안하면 니 마누라와 회사에 제보한다
 도대체 왜 이러세요?
 긴 말 안할테니 1시간 후에 놀이터에서 보자
 여보세요? 여보세요?"
570,0,"야 너 돈 좀 있냐?
아니. 없는데
웃기지 마 니 지갑에 돈 있는 거 다 봤어
있으면 어쩔건데.
어쩌긴 뭘 어째 이새끼야 헌납해야지
내가 왜 그래야 하는데.
이 새끼 봐라? 덜 맞았네
이제 그만해.
더 쳐맞기 싫으면 가진거 다 내놔.
알았어 미안해"
573,0,"아이유 콘서트 티켓이네?
응 정말 힘들게 티켓팅했어
나도 보고 싶은데 그렇게 재밌어?
응응 라이브 최고야
아 그럼 이거 나 주면 안돼?
뭐???
나도 아이유 콘서트 가고싶은데 내가다음에 티켓팅 성공하면 줄게
안되는데
안되는게 어딨어 친구들끼리 너무 그러지마 저번에 애들이 너 괴롭힐때 내가 도와줬잖아 안그랬으면 너 걸레 빤 물 흠뻑 뒤집어 쓰고 집에 갔을걸? 이건 그냥 나한테 그때 도움을 갚는다고 생각해
아.생각해볼게
내일까지 알려줘"
575,0,"어이 거기 학생 일로와봐
네?. 저 돈없어요
아니 돈 빌려달라는거아니야
네 왜그러세요?
돈 좀 넘겨. 빌려달라는거 아니고 그냥 달라는거야
저 돈 없어요. 버스비밖에 없어요
그게 얼만데? 보자 와 많네 5만원짜리 있네
안돼요안돼요. 제 전재산이란말이에요
미안 이번만 신세좀
안돼요 ! 여기 도와주세요!"
583,0,"사부인 저희 혼수는 어떻게 할까요?
네? 저희 애는 이미 혼수 문제는 다 끝났다고.
무슨 소리세요? 저희 쪽에서 애들 집을 했으니 당연히 그 정도에 맞게 해주실거죠?
주희는.이미 혼수 문제 까지 다 끝났으니까.걱정말라고.
아니 제 아들이 착해빠져서 부담주기 싫어서 그런 거 같은데 그래도 이건 예의가 아니죠.
아. 그럼 어떻게 더 해드릴까요?
참. 없는 집안 자식 데려오기가 이래서 싫었는데.쯧쯧. 
저희가 부족해서 죄송합니다. 말씀해주시면 다 준비하겠습니다.
아니 됐고 그냥 현금으로 주세요. 1억 정도 해주실 수 있죠?
네.? 그렇게 큰 돈이.어떻게.
방금 다 준비해주신다면서요. 그렇게 알고 있을테니 애들 결혼 문제없이 성사시키고 싶으시면 알아서 하시고 애들 망치고 싶으면 그냥 두세요."
584,0,"야!!!너 이리와봐!!!!
왜왜요?
너 이 새끼!!!너 신발 예쁘다 돈 좀 줬겠는데.
야!!!나도 그 신발 한 번 신어보자!!
아왜 그러세요.
이 새끼가 맞고싶나한 번 신어보겠다잖어!!!!벗어봐!!!!
와이거 나한테 잘 어울리지않냐!!!!
그러게너한테 더 잘 어울린다야 
야!그럼 이건 내가 신는다 
안돼요.저 생일 선물로 받은건데
이 새끼가!!!맞고 줄래? 그냥 줄래!!!!
네."
590,0,"어이 아줌마 멈춰서 봐
네? 무슨 일이시죠?
아줌마가 끼고 있는 목걸이랑 반지 비싸 보이는데 얼마야? 당장 나한테 내놔봐
어맛 무슨 소리 하시는 거예요 다가오면 경찰에 신고할 거예요!
어이 아줌마 그냥 좋은 말로 할 때 반지랑 목걸이 내놓고 가지?
다가오지 마세요.!!!
아 거참 그냥 쉽게 쉽게 주고 가면 될 문제를 어렵게 만드네 이 아줌마
진짜 한 발자국만 더 다가오면 신고한다.!!
휴대폰도 없는 게 신고는 무슨 신고 그냥 빨리 반지랑 목걸이 내놔
안돼. 주변에 누구 없어요? 도와주세요!"
591,0,"야 쟤 꺼 뺏자
누구? 저앞에? 야!!!!
네?? 저요?
니말고 또 있냐 귓구멍 막혔어?
네.?
어리버리하게 있지 말고 담배 좀 사와
저. 신분증 없어서 못사요
니 면상이면 신분증 없어도 팔아 
얘 진짜 웃기네 사오기 싫으면 현금이라도 내놔
아. 아뇨 일단 편의점 가볼게요"
594,0,"아줌마 또 여기서 장사하네?
뭐 드려요?
누가 여기서 장사하라고 했냐고. 허가 받았어?
한번 봐주세요.
여긴 허가 받은 사람만 장사하는 구역이야.
장사 시작한지 얼마 안되서 그런거 잘 몰라요.
자릿세라는 것도 몰라?
장사도 안되고 한번만 봐주세요.
시끄럽고 내일까지 자릿세 내라고 안그러면 재미없어.
오늘 3000원어치 팔았는데 돈이 어딨어요."
595,0,"야! 너 돈좀내놔봐
나 돈없어
찐따같이 굴지말고 돈내놔
정말이야.돈없어
니가 내손에 갈기갈기 죽어터져봐도 그리 말하는지 볼까?
정말이야 엄마한테 받은 동전몇개밖에 없다고
그럼 여기서 기다릴께 집에가서 돈좀가져와
제발그러지말아줘.
딱 1시간준다. 무슨수를 써서라도 돈가져와
제발살려줘"
604,0,"고객님 고객님의 정보가 유출되었습니다. 어제부터 모르는 번호로 전화가 오지 않으셨습니까?
네 전화가 오기는 했는데.어디로 유출되었나요?
고객님의 인적사항이 보이스피싱업체로 넘어갔습니다. 이를 막지 않으면 고객님의 계좌번호와 같은 추가 정보가 더 유출될 가능성이 있어보입니다. 
네? 추가로 더 유출된다고요? 막으려면 어떻게 해야하는데요?
저희는 정보 유출의 추가 피해를 막아주는 단체라서 저희에게 현금을 보내주시면 저희가 추가 피해는 막아드릴 수 있습니다.
아니 어제부터 전화가 와서 이상한 이야기만 하고 이 번호 사업상 번호라 바꿀수가 없는데 얼마나 드리면 되는데요?
1000만원 주시면 저희가 추가 피해도 막아드리고 앞으로의 유출도 막아드릴 수 있습니다.
작은가게 하는 사람이 천만원이 어디있어요? 그만한 돈은 안되는데.
아 그러면 저희는 추가로 유출되는 건에 대해서는 막아드릴 수 없고 앞으로 핸드폰도 해킹되실 가능성이 있습니다
아니 나도 주고 싶지요. 그만한 돈이 없는데 어떻게 해요"
606,0,"애플워치네 대박 좋아??
진짜 좋아. 완전 편해
엄청 비싼건데 스트랩까지 잘 어울린다. 민선아 이거 하루만 써보자 진짜 내 소원이었음.
안돼. 이거 우리 엄마가 사준거야.
친구 한 번 빌려주자. 나도 애플워치라는 걸 좀 알아보자.
안돼. 이거 깨지면 다시 사야한단 말이야.
그래서 안된다고? 나도 착용해보고 싶다고
그래도. 이거 기스나면 안돼.
아니 깨끗이 쓰고 돌려준다고 기스안날 수도 있잖아. 벌써부터 고민이야 좋게 끝내자.
안되는데. 꼭 기스 없이 돌려줘"
610,0,"오늘까지 가져오기로 한 돈 준비했지?
중학생인 내가 20만원이 어디서 나.
뒤질래? 가져온다며
나 엄마한테 거짓말 친 학원비까지 다 줬잖아.
그러면 다른 거짓말 치면 되잖아
어떻게 그래.
아 진짜 말이 안통하네 너 주머니랑 다 열어봐
안돼!!
있으면서 왜 거짓말 치냐? 돈 있으니까 봐준다
안돼 그돈은 엄마 병원비란 말이야!!!!!"
612,0,"야 나 오늘 소개팅 갈건데 니 시계 좀 빌줘 봐
이 시계는 많이 비싼데. 못 빌려줄거같아
내가 니 의견을 물은게 아니잖아 닥치고 내놔
안돼 이거 중요한 시계라고 차라리 다른걸 구해줄게
감당할 수 있겠어? 그럼 내일까지 500만원 준비해오던지.
그건 너무 비싸잖아 너 정말 왜 그래
너같은 찐따한테 이러는게 문제야?
말이 너무 심하잖아
닥치고 내일까지 준비해와 뒤지기 싫으면
."
613,0,"내가 정보 다 가지고 있으니 긴말 안할테니까 돈 인 당 만원씩 내놔
네? 그게 뭔소리죠? 혹시 한번만 설명해주실 수 있나요?
아니 그니까 고객 개인정보를 잘 관리해야지 어떻게 마우스 한 번 딸깍에 고객 정보가 다 들어오냐 횡제야 횡제
아. 지금 고객님들 정보가 또 유출되면 민감한 상황이니 대화로 잘 풀어보는건 어떠신가요?
너가 무슨 심리분석가야? 그냥 돈으로 달라그러면 돈으로 줘
그게. 또 돈으로 드리면 이 상황이 유출되어서 언론에도 나와 기업 신뢰도에도 문제가 생길 수 있을 뿐더러 큰 타격이 올 수 있어서요.
아 그니까 회사의 신뢰도 때문에 고객 개인정보는 유출되도 괜찮다? 그래 잘 이해한거 맞지? 그럼 그냥 내가 다른 브로커한테 넘길게 과연 어떤게 기업 신뢰도에 문제가 갈지 보자고
잠시만요 잠시만요 저희 이제 점차 커가는 기업입니다. 한 순간에 망하게 되면 실직하는 사람도 많고 여러 문제가 생길수도 있어요. 다른 원하시는 방법 있으시면 협의하에 그 방향으로 할 수 있도록 해보겠습니다.
음. 그럼 인당 천원씩만 줘 그럼 내가 가지고 있는 고객정보 싹 지우고 없었던일로 하지
알겠습니다 협의하고 다시 전화 드리겠습니다. 죄송하지만 그때까지 기다려주십시오."
614,0,"야 가진 거 다 내놔
죄송해요 저 아무것도 없어요
거짓말 하지마 맞고 줄래 그냥 줄래
네 드릴게요
고작 이거밖에 없어? 어디서 속여
저 진짜 이거밖에 없어요
안돼겠어 넌 반 죽여 놔야겠어
알겠어요 다 드릴게요
경찰에 신고 하면 알지?"
621,0,"어이 아저씨. 그거 밥 어디서 받은거에요?
 저기 노인정에 대학생들 봉사활동왔씨유.
 반찬 참 맛있어보이네.
 대학생들이 참 고마운 일을 하는기지. 근데 어쩌나. 다 떨어진 거 같던데.
 그래요? 참 고마운 사람들이네. 넉넉히 좀 준비해오지.
 노숙자들이 다 몰려드니 별 수 있나.
 아저씨. 아저씨도 불우이웃한테 기부 좀 해봐요. 그거.
 무슨 소리여?
 아 한 번 말하면 좀 알아들을 순 없나? 내놓으라고 그거.
 나도 이틀 굶었서야. 이러지 말어.
 평생 밥 못 먹게 해줘? 그거 내놔."
625,0,"너 그거 뭐냐?
아무것도 아니야
아니긴? 이리 줘봐
돌려줘!
이야 이거 이번 신상 아니야
어머니가 생일선물로 주신거야!
야 잠깐만 빌리자
달라니까!
내가 지금 이거 뺏는거야? 잠깐 빌리자고
그런 게 어딨어!"
632,0,"너 반지 예쁘다
용돈 모아 샀어
나 한번만 껴볼게
그래그래
와 예쁘다 나 하루만 빌려주라
이거 비싼거라.
우리 사이에??
그래도.
야야 됐어
삐쳤니?"
636,0,"어이 거기
네?
팔이 아주 무겁겠어
네?
반짝반짝 하는 것이 무거울까봐 걱정되서 글지
왜그러세요
내가무거울까봐 대신 받아서 차줄게 걱정마
제거에요. 그러지 마세요
금팔찌에 비해 팔목이 가늘잖아. 내가 걱정돼서 그래
아아 팔이 아파요 놔주세요
그러니까 그냥 내놔"
637,0,"어이 거기 학생
네?
미안한데 돈 좀 줄 수 있나?
돈 없는데요. 
빨리.
없는데요.
뒤져서 나오면?
네?
빨리 내놔 죽여버리기전에!!
네 여기요"
639,0,"친구야 나 노래방 가야하는데
그런데 왜.
용돈이 딱 떨어졌네
이게 몇번째야
에이 친구끼리 왜그래
이제 그만좀해
친구끼리 너무 하네 너네집 잘 살잖아
이런 방법은 정말 나쁜 거야
몇만원 가지고 쪼잔하게 구네 학교생활 피곤하고 싶냐?
2만원만 줄게"
657,0,"여보세요.
아 안녕하세요? 여긴 지방경찰청입니다.
무슨 일로 그러시죠?
지금 귀하 앞으로 대포통장 거래가 포착되었다는 신고가 들어와서 전화드립니다.
대포 통장이라니. 그게 무슨 말씀이세요.
올해 통장 개설하신 적 있으시죠?
하나 있긴 한데요.
오늘 내에 그 통장 사본과 신분증 사본을 저한테 제출해주셔야 합니다. 지금 그 통장 문제로 피해자가 한 둘이 아니에요.
제가 만든 게 대포통장이라는 거에요?
맞습니다. 얼른 제출하셔야지 안 그러면 고소당해도 할 말 없으세요."
662,0,"돈 이리 내
이거 학원비야 안돼
잠깐만 쓰고 돌려준다고
시 싫어
싫어? 맞을래?
엄마한테 혼나 학원비란 말야
빨리 내놔 맞기 싫으면
으 으윽 안돼
우리 친구잖아 친구끼리 돈 빌려주는 거잖아
제발. 제발 봐줘
어서 내놔"
668,0,"친구야 내가 사정이 안 좋아서 그러는데 10만원만
너 저번에도 빌렸는데 안 갚았잖아
이번이 정말 마지막이야
안 돼
친구끼리 왜 그러냐 빨리 줄게
미안 너한테 신뢰를 잃었다
너 안 그러면 형님들 불러서 어떻게 한다
뭐?? 너 뭐라고했니?
아이 좋은 말로 할 때 내놔 맞기 싫으면
마지막이다"
681,0,"수진아 나 사기 당해서 그런데 4만원만 빌려줄 수 있을까?
응? 괜찮아? 미안한데 나 그렇게 줄 돈이 없어
조금만 빌려주라. 나 사기 당해서 그래. 당장 월세도 내야돼.
미안해. 나도 돈이 진짜 없어서 그래.
나 사기당했다니까 나 너무 힘들어.
미안해 진짜 나 돈이 없어.
야. 친구가 사기 당했다고 나는 너보다 더 큰돈을 잃었어.
나도 빌려주고 싶은데 돈이 진짜 없어서 그래
나 알바비 들어오면 갚을게 그때까지 나 버틸 수 있는 돈이 아예 없어서 그러니까 돈 좀 빌려줘
알겠어."
685,0,"영현씨 돈 3만원만 빌릴 수 있을까요?
네.? 또요?
또라뇨. 말을 서운하게 하시네. 동료끼리 돈 몇 푼 가지고
저한테 이런식으로 한 두번 빌려간게 아니잖아요. 한번도 갚지도 않고
아 제가 다음달에 꼭 드릴게요. 한번만 좀 빌립시다
죄송해요 저도 이번달엔 여윳돈이 없어서요
방금 지갑에서 돈 있는 거 다 봤거든요?
안돼요.이건 다른데 써야해요
영현씨 이 모임에서 소외되고 싶어요? 아니면 내 말 잘 듣는게 좋을텐데
하. 알았어요. 다음달에 꼭 주세요"
688,0,"와 너 핸드폰 좋은 거 쓴다? 나 하루만 빌려주라.
 아 안 돼. 이거 지난주에 우리 아빠가 사주신 거야.
 그게 내가 알 바야?
 그래도. 부모님이 검사하신단 말야.
 네가 애냐? 핸드폰 검사 맡게? 그냥 유심칩만 바꿔.
 내가 너한테 핸드폰을 왜 빌려줘야 해?
 이 새끼가 말이 많네? 나 바쁘니까 빨리 내놔.
 싫어.
 난 너한테 분명 말했어. 가져갈게. 깨끗이 쓰고 줄게.
 아 알겠어. 그럼 최대한 빨리 돌려줘."
692,0,"야 친한척 해. 
누구세요?
알 것 없고 입닥치고 너 지금 얼마있냐.
없는데요. 저 학교가야해요.
강남중학교? 거기 알지?
이수근이요?
걔가 내 친구니까 깝치면 죽는다. 니 이름 다 봐놨다.
네.
주머니 뒤져서 나오면 죽일꺼니까 있는거 다 내놔.
알았아요."
693,0,"거기 언니 
네?
한번 쳐 말할 때 들어야지 뭘 또 쳐물어 현금있으면 내놔
네? 돈 없습니다 저 집에 가야해서요
지랄 누구맘대로 ?
정말 현금 없습니다
야 지갑 내놔
지.진짜로 지갑에 현금 없어요.
가방 뒤져서 나오면 진짜 개쳐맞을 줄 알아
가방에도 없어요 진짜에요."
696,0,"자기야 나 클럽 좀 가게 용돈 좀 주면 안 돼?
 저번에도 줬잖아 오빠. 오빠도 이제 알바라도 하면 안돼?
 너 지금 나 백수라고 무시하는 거야?
 아니 그게 아니라. 그리고 오빠 클럽 가는 거 싫어
 내가 다른 여자 만난대? 그냥 춤만 추고 온다는 거잖아.
 그렇게 가고 싶으면 오빠 돈으로 가면 되잖아.
 하. 은지야. 오빠 지금 많이 참고 있는 거 알지?
 오빠 또 나 때리게.?
 은지가 오빠 말만 잘 들으면 오빠가 안 때리고 좋잖아. 어?
 알았어 오빠. 이번이 진짜 마지막이야.
 이게 뭐야 너무 적잖아. 10만원만 더 줘. 내 말이 우스워?
 .알았어"
697,0,"우와 이거 진짜 멋지다. 나도 18까지 밖에 없는대.
그지 이거 완전 멋있지. 이거 24이야
부럽다. 나도 그정도 능력 있으면 바꾸고 싶다.
그래? 나한테 줘봐 내가 나중에 내껏처럼 24로 가져다 줄게?
응? 아냐 괜찮아 이거 우리 아빠가 나 응원해주려고 큰맘 먹고 주신거라 이것도 만족해.
머래 주라고 좋은거 바꿔준다고 해도 난리야
아니야 진짜 괜찮아 마음만 받을게
야 내가 호의를 베풀면 감사합니다 하고 줘야지 머하냐 빨리 안내놔
아니 괜찮다니까 내가 괜찮다고.
아놔 이게 장난하냐 야 바꾸고 머고 니꺼 없애게 내놓으라고 빨리 안가져오냐
싫어. 이거 아빠가 주신 선물이야.
아빠 어차피 모르니까 좋은말로 할 때 내놔라."
699,0,"거기 너 이리와봐.
저요?
그래 이 새끼야. 너 걸음걸이가 왜 그따위냐? 꼭 이렇게 흙탕물을 다 튀기면서 걸어? 너 땜에 옷 더러워졌잖아
아. 죄송합니다.
죄송하면 다야? 세탁비는 내놔야 할 거 아냐?
얼마. 드리면 될까요? 3만원이면 될까요?
3만원? 허 웃기는 소리 하네. 야 이거 명품이야. 싸구려 세탁소 가져갈거 아니라고. 10만원 내놔.
그런 돈 없어요.
그런 돈 없어? 그런 돈 아마 한대 처 맞으면 나오겠지? 돈 빨리 안꺼내?
여기 있어요."
701,0,"민수한테 가서 돈 1만원만 빌려 와라
 민수는 돈 없을 거야
 그럼 누가 돈 있을까
 아마도 병수가 있지 않을까?
 그럼 병수한테 돈 좀 빌려와.
 난 하기 싫어
 니가 돈 안빌려 오며노니 돈을 주든가
 난 돈 없는데
 그럼 니가 돈을 빌려 오든가 아니면 나한테 맞든가 해야겠네
 진짜 난 못해"
707,0,"가진거 다 내놔
왜 이러세요
어서 내놓지 못해?
은행 강도예요!
입 닥쳐! 경찰이 오면 넌 인질이다
안돼 살려줘
돈을 모두 자루에 담아
하 할게요
동작 더 빠르게 해
우린 망했어."
708,0,"너 빨리 가서 담배 안 사오면 야전삽으로 머리 깬다
카드를 안 주시지 않았습니까.
내가 돈까지 줘야돼? 지금 머리 후려줘?
하지만 전 진짜 돈이 없습니다.
아니 진짜 너 군생활 꼬이고 싶냐?
죄송합니다.
개빡치네 니가 알아서 돈 구해서 사오라고
최대한 구해보겠습니다
동작 개느리네 니위로 내아래로 다 집합시켜
옙."
713,0,"민구야 이거 니 자전거야?
어 응 아빠가 사주셨어
오진짜?
응 학교에서 학원까지 운동삼아 타고다니라고
그래? 나도 한번 타보자
아 알겠어
야 이거 잘나간다 조금만 페달 굴려도 숭숭가네?
어 어디까지가?
아 이거타고 나 집까지 가게
안돼 멈춰줘
니가 따라오던가 못잡으면 이거 내꺼"
714,0,"소정아! 교수님 생신이신데 우리 2만원씩 걷어서 작은 선물 하기로 했거든? 너도 할거지?
 뭐? 나는 교수님이랑 많이 친하지도 않고 솔직히 돈내고 싶은 마음 없는데. 편지만 쓰면 안될까?
 무슨 소리야! 이렇게 챙겨드리며 가까워지는거지!
 아. 그리고 이거 법에 걸리는거 아니야?
 누가 신고만 안하면 되지. 조용히 할 거니까 괜찮아.
 하! 진짜 웃긴다. 내가 신고하면?
 신고하면 너 이제 학과생활 끝이야. 원래 비협조적인건 알았는데. 생각보다 더 하는구나 너?
 참. 낸다 내! 2만원?
 맞아 잘 생각했어.
 휴."
715,0,"비트코인 주소 이쪽으로 돈 보내시기 바랍니다.
 누구시죠?
 김서진씨 몸캠 하셨죠?
 몸캠이요?
 네 하셨잖아요. 어제 화상캠 하셨죠?
 .네 맞는데요. 왜요?
 그거 다 녹화되어있고 입금 안하시면 지인들에게 영상 다 보낼겁니다. 얼른 입금하세요. 금액은 제가 보낸 메세지 보시기 바랍니다.
 하 이게 무슨일. 저 진짜 제발 한번만 봐주시면 안될까요?
 안됩니다. 빨리 입금하시고요. 단 제대로 돈 보내시면 영상은 삭제해드립니다.
 영상 진짜 삭제해는거 맞죠.?
 네 얼른 돈 빌려서라도 보내세요. 3일 드립니다.
 보냈어요. 제발 삭제해주세요. 제발."
718,0,"당신 부인을 데리고있다
원하시는게
내가 지정한사물함에 돌을넣어놓지않으면 장기밀매로 넘기겠다.
당장은 돈이없어요.
이런 죽어도 좋다는 말인가?
어떻게든 구해볼게요.지금 몸이 많이 아픈사람입니다.
30분주겠다.서울역 17번사물함에 돈을넣어놔.
어떻게든 구해볼게요.기다려주세요.
난 인내심이 없으니 빨리하는게 좋을거야.
.네"
719,0,"좋아보인다 목걸이?
왜이러세요
쫌 사나보다? 내가 좀 해봐도 되냐? 
안돼요 엄마가 사주신거에요
한번 해보겠다고 어려운거 아니잖아
돌려주실거에요?
내가 어울리면 내꺼지 
네? 그런게 어디있어요
디질래? 니 목따서 가져올까?
.여.여기있어요.꼭 돌려주세요"
721,0,"여보세요?
나야. 3백만 보내.
그런 돈 없어.
돈이 없긴? 니 서방 이번에 임원직 올라갔다며? 임원직들 성과급 빵빵 할텐데
그래 있다 치자. 그걸 내가 왜 널 줘?
아니 너는 정도 없냐? 전남편 어떻게 사는지 뻔히 알면서?
이혼했잖아. 너는 너고 나는 나지.
하 참 있는 년들이 더 한다더니. 돈도 넘쳐나면서. 니 전에 업소에서 일하던 얘기를 내가 니 서방한테 꼭 해줘야될텐데.
어차피 연락처도 없잖아.
연락처가 없긴. 대기업 임원직 연락처 알아내기가 뭐 어려운 일이라고. 참 썅년이 팔자 폈어. 딱 3백 보내. 아무 소리 안할테니까.
너. 이거 진짜 마지막이야. 다음부턴 협박하든 말든 돈 주는 일 없을거라고. 알아?"
722,0,"너 저 레스토랑 갔지?
? 누구세요?
답답하게 하지 말고 갔는지 안 갔는지만 답해.
가 갔는데요?
그럼 돈 많겠네? 친구야 돈 좀 빌리자.
네? 시 싫어요.
야 이 새끼아 좀 빌리자는데 잔말말고 내놔.
시 싫어요. 돌려주지 않을 거잖아요.
욜. 잘 아네. 그럼 내놔.
안돼요. 제발요."
728,0,"엄마 나 아들이야 내 휴대폰이 망가졌어 친구 휴대폰으로 급하게 연락했어
왜 무슨 일이야?
나 교통사고가 났어
몸은 괜찮아?
외제차랑 교통사고가 나서 합의금이 필요해
얼마나 드는데?
천만원으로 싸게 합의하기로 했어 계좌번호 문자로 보낼게
엄마 돈이 지금 당장 없어
엄마 보험든 거 있잖아
알겠어 해지해서 입금할게"
729,0,"부탁이 좀 있는데. 300만원만 좀 보내라.
말도 안 되는 소리 하지 마.
말도 안 되는 소리?
내가 네 부탁을 왜 들어줘야 되는데.
그런 말 할 상황이 아닐텐데?
무무슨 소리야.
저번에 찍어둔 영상. 아직 내 휴대폰에 있다고.
뭐? 저번에 지웠다고 했잖아.
하하 그걸 믿었어? 당연히 거짓말이지.
하. 알겠어. 이번에 보내면 제발 지워줘."
731,0,"야 너 얼마있냐 ?
나 오늘은 돈 없어
이새끼가 거짓말하네 야 지갑가져와봐
나 지갑도 안가져왔어
지갑 나오면 디진다
이러지마 저번에도 가져갔잖아.
닥쳐 이 호로새끼야 니 돈이 내돈이야
그 돈 오늘 집 갈 차비야 안돼
너 쳐 맞고 싶냐? 백원당 한 대씩 쳐 맞을래?
미안해"
739,0,"야 00아 이것 좀 매점에서 사다줘
아 응 돈은?
아 미안미안 내가 지금 현금이 없어서 내일 바로 줄게!
여기 사왔어.
아 뭐야 이것만 사왔어?
너가 이거 사오래서.
아니 나 점심도 안 먹었는데 이걸로 배가 차?
아. 미안 몰랐어 근데 지금 매점 문 닫을 시간이라. 미안해
아 장난하냐 이건 니가 잘못한거니까 돈 안준다
어? 어 응. 알겠어"
741,0,"어이 거기 멸치. 이리와바.
네? 왜요.
너 돈 얼마있냐? 내가 오늘 기분이 좀 안좋아서.
돈 한푼도 없어요.정말요.
아 그러셔? 뒤져서 돈 나오면 10원당 한대다?
아니.정말.돈없어요
뭐야 30만원이 나왔네?
그건 안되요.학원비라서.
이게 정신을 맞아야 차리나 맞고 줄래? 그냥 줄래?
그냥 드릴게요."
742,0,"저기 당근이신가요.?
아 네네 안녕하세요!! 구매자님이시죠!!
네 제품은 정품 맞죠?
네네 맞아요!! 거래 감사합니다!
판매자님 제가 물건 확인해 보니까 가품으로 확인 됐는데요?
네? 무슨말씀이세요 이거 매장에서 구입한 정품 맞는데요.
거짓말하지 마세요! 제가 매장에 확인해보니 가품이라고 하는데 이거 환불해주세요!!
아 분명 판매할 당시 교환 및 환불은 안된다고 써놨는데요.
아니 웃기는 분이시네!! 돈 안주면 경찰에 신고할테니 마음대로 하세요!!
알겠어요 돈 돌려드릴게요 계좌번호 알려주세요 
계좌번호 보냈어요 인생 그렇게 살지 마세요!!
입금 했습니다 신발은 다시 돌려주세요.
가품인거 알고 화가나서 버렸어요!
네?? 그래도 다시 돌려주셔야죠.
가품 돌려드리면 다른분한테도 사기 치시려구요? 차단할테니 연락하지마세요!!
이런게 어디있어요"
749,0,"남편이름이 김정호씨죠?
네. 그런데요?
남편이 우리한테 돈을 빌려 안갚아서 우리가 데리고 있어요
네? 남편은 어디있어요? 바꿔주세요?
아줌마! 내말 잘들어요. 천만원 내일까지 안가져 오면 다신 남편 못봐! 알았어?
제발! 남편 헤치치 마세요. 돈 가져 갈께요 내일은 너무 촉박해요. 시간 좀 더 주세요
그건 우리는 몰라. 그리고 경찰한테 연락하면 당신 남편 목숨은 알지?
네. 절대 신고 안할께요. 제발 남편 목소리라도 들려 주세요. 네
남편 목소리 듣고싶으면 바로 돈 준비해서 와!
남편 휴대폰으로 전화하면 남편 목소리도 못듣는줄 알고 어디에도 전화하지말고 돈만 준비해! 내 전화만 받아? 알았어?
네.네. 절대로 다른짓 하지 않겠습니다. 제발 남편만 해치지 말아주세요."
